Date,Product,Price,Quantity
2024-04-21,Society,99.92,4
2024-04-17,Population,24.7,7
2024-04-03,Once,77.09,6
2024-03-30,Control,29.84,10
2024-04-28,Fall,45.37,4
2024-04-20,Address,29.47,8
2024-04-08,Push,89.32,1
2024-03-30,Once,16.26,9
2024-04-25,Bank,22.59,4
2024-04-26,Change,57.79,4
2024-04-13,Democratic,54.48,8
2024-04-01,Your,20.22,4
2024-04-10,Player,17.0,10
2024-04-17,Outside,73.35,5
2024-04-27,Baby,43.06,1
2024-04-19,Father,72.95,6
2024-04-21,Half,29.78,4
2024-04-11,Raise,12.26,4
2024-04-17,Any,47.93,10
2024-04-08,Road,67.16,9
2024-04-16,Type,62.69,10
2024-04-01,Behind,98.97,4
2024-04-14,Check,31.69,8
2024-04-02,Blue,19.85,5
2024-04-02,Pull,65.36,1
2024-04-27,Child,52.65,9
2024-04-05,Help,13.6,1
2024-04-27,Case,53.87,10
2024-04-08,Material,87.34,8
2024-04-09,Inside,74.6,9
2024-04-11,Past,65.85,2
2024-04-28,Popular,42.78,6
2024-04-28,Author,92.23,8
2024-04-12,General,46.19,8
2024-04-07,Capital,70.73,6
2024-04-26,You,56.71,6
2024-04-09,Very,84.0,7
2024-04-23,As,46.61,1
2024-04-25,Democrat,83.86,7
2024-04-11,War,53.09,2
2024-04-07,Growth,20.53,7
2024-04-23,Event,94.51,1
2024-04-04,Less,80.15,3
2024-04-04,About,97.5,2
2024-04-11,System,16.97,3
2024-04-20,Father,86.41,9
2024-04-23,Source,58.74,9
2024-04-26,Term,78.78,6
2024-04-26,Build,14.83,7
2024-04-13,Every,82.76,5
2024-04-09,Hair,48.86,8
2024-04-14,Character,47.33,5
2024-04-18,Help,14.69,9
2024-04-08,Beyond,64.91,5
2024-04-11,Product,11.32,1
2024-04-08,Even,35.8,8
2024-04-06,Various,41.56,9
2024-04-01,Board,18.46,10
2024-04-27,Half,37.04,3
2024-04-14,Almost,79.12,4
2024-04-08,Whatever,43.23,4
2024-04-14,Product,59.05,2
2024-04-09,Treatment,83.03,7
2024-03-30,Never,77.95,4
2024-04-12,Tv,75.94,3
2024-04-19,Present,20.35,5
2024-04-19,Sing,37.87,7
2024-04-25,As,83.57,3
2024-04-13,Your,33.46,6
2024-04-21,Say,45.97,1
2024-04-20,Stay,73.49,9
2024-04-07,Author,90.79,2
2024-04-18,Issue,98.37,9
2024-03-30,Cause,51.17,9
2024-04-09,Fill,28.48,5
2024-04-25,Animal,94.2,2
2024-04-11,Small,12.37,8
2024-04-12,Newspaper,51.93,3
2024-03-31,Lay,62.38,2
2024-04-24,Develop,12.04,6
2024-04-14,Cover,47.86,1
2024-04-08,Face,27.13,8
2024-03-31,Hand,65.81,9
2024-04-15,Information,52.14,7
2024-04-19,Compare,52.4,3
2024-04-05,Concern,56.04,1
2024-04-21,Parent,23.19,8
2024-03-31,Impact,93.55,7
2024-04-27,System,50.13,1
2024-04-08,Arm,86.92,2
2024-04-05,Thought,90.05,7
2024-04-26,International,65.66,4
2024-04-16,Later,52.77,4
2024-04-08,Buy,44.83,9
2024-04-06,Suddenly,65.35,8
2024-03-31,Grow,53.01,6
2024-04-22,Old,90.23,8
2024-04-07,Moment,94.42,7
2024-04-13,Shake,25.76,10
2024-04-22,Report,95.92,9
2024-04-17,Summer,87.14,4
2024-04-13,Century,14.34,4
2024-04-26,Religious,87.97,8
2024-04-24,Yard,52.11,1
2024-04-21,Scientist,88.52,7
2024-04-07,Purpose,84.66,4
2024-04-07,Computer,27.93,7
2024-04-04,Interview,36.41,9
2024-04-13,Their,23.38,10
2024-04-03,Receive,32.92,2
2024-04-06,Decide,24.79,9
2024-03-30,Address,46.44,4
2024-04-17,Accept,56.77,10
2024-04-04,Economy,84.35,6
2024-04-03,Group,24.52,4
2024-04-20,Else,52.3,3
2024-04-05,Moment,33.4,10
2024-03-30,Every,64.6,8
2024-03-30,Past,11.09,7
2024-04-25,Term,73.0,7
2024-03-30,Sing,42.12,6
2024-04-24,Full,32.99,1
2024-04-20,Federal,10.46,1
2024-03-30,Effect,92.4,5
2024-04-03,Dream,42.59,7
2024-03-30,Challenge,27.96,1
2024-04-05,Visit,17.33,1
2024-04-22,Radio,91.91,5
2024-04-26,Staff,58.73,10
2024-04-16,Candidate,50.63,2
2024-04-01,After,35.93,7
2024-04-05,Keep,31.08,1
2024-04-28,Some,48.34,8
2024-04-18,Produce,46.45,2
2024-04-16,Nor,13.72,3
2024-04-21,Join,34.73,6
2024-04-13,Participant,61.05,10
2024-04-13,Arrive,80.09,4
2024-04-13,Perform,34.96,2
2024-04-25,Start,89.79,3
2024-03-30,Song,65.71,5
2024-04-02,Across,53.7,1
2024-04-11,Television,41.02,1
2024-04-25,Factor,80.22,4
2024-04-09,Machine,86.6,5
2024-03-30,Join,44.24,10
2024-04-23,History,98.68,1
2024-04-18,Ahead,36.8,8
2024-04-25,Fly,30.94,1
2024-04-15,Blue,95.52,8
2024-04-10,Open,10.2,1
2024-04-19,Forget,17.19,4
2024-04-03,Land,92.89,10
2024-04-14,Purpose,40.53,2
2024-04-14,Scene,15.25,2
2024-04-10,Notice,31.35,7
